"","subject","activity","section","variable","value"
"14608",5,"SITTING","train","fBodyAcc-mean()-X",-0.977450812045455
"14609",5,"STANDING","train","fBodyAcc-mean()-X",-0.964500917321429
"14610",5,"LAYING","train","fBodyAcc-mean()-X",-0.968741678461538
"14611",6,"WALKING","train","fBodyAcc-mean()-X",-0.187934323140351
"14612",6,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-X",-0.131075372803922
"14613",6,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-X",0.328308506041667
"14614",6,"SITTING","train","fBodyAcc-mean()-X",-0.975351454727273
"14615",6,"STANDING","train","fBodyAcc-mean()-X",-0.977100287368421
"14616",6,"LAYING","train","fBodyAcc-mean()-X",-0.939114254210526
"14617",7,"WALKING","train","fBodyAcc-mean()-X",-0.343048405789474
"14618",7,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-X",-0.336199426470588
"14619",7,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-X",0.0443428315319149
"14620",7,"SITTING","train","fBodyAcc-mean()-X",-0.972697126875
"14621",7,"STANDING","train","fBodyAcc-mean()-X",-0.976681834339623
"14622",7,"LAYING","train","fBodyAcc-mean()-X",-0.953424245576923
"14623",8,"WALKING","train","fBodyAcc-mean()-X",-0.247389011875
"14624",8,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-X",-0.166411065387805
"14625",8,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-X",0.136590199860526
"14626",8,"SITTING","train","fBodyAcc-mean()-X",-0.981142909782609
"14627",8,"STANDING","train","fBodyAcc-mean()-X",-0.988219862222222
"14628",8,"LAYING","train","fBodyAcc-mean()-X",-0.953538563888889
"14629",9,"WALKING","test","fBodyAcc-mean()-X",-0.294711163653846
"14630",9,"WALKING_UPSTAIRS","test","fBodyAcc-mean()-X",-0.342735952653061
"14631",9,"WALKING_DOWNSTAIRS","test","fBodyAcc-mean()-X",0.103128506197619
"14632",9,"SITTING","test","fBodyAcc-mean()-X",-0.959413594
"14633",9,"STANDING","test","fBodyAcc-mean()-X",-0.971662692
"14634",9,"LAYING","test","fBodyAcc-mean()-X",-0.946865494
"14635",10,"WALKING","test","fBodyAcc-mean()-X",-0.114190001283019
"14636",10,"WALKING_UPSTAIRS","test","fBodyAcc-mean()-X",-0.139410790617021
"14637",10,"WALKING_DOWNSTAIRS","test","fBodyAcc-mean()-X",0.215665273157895
"14638",10,"SITTING","test","fBodyAcc-mean()-X",-0.984943144259259
"14639",10,"STANDING","test","fBodyAcc-mean()-X",-0.970099814318182
"14640",10,"LAYING","test","fBodyAcc-mean()-X",-0.96918420862069
"14641",11,"WALKING","train","fBodyAcc-mean()-X",-0.396533731864407
"14642",11,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-X",-0.355348902222222
"14643",11,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-X",0.0351937228130435
"14644",11,"SITTING","train","fBodyAcc-mean()-X",-0.981481454339623
"14645",11,"STANDING","train","fBodyAcc-mean()-X",-0.993808050638298
"14646",11,"LAYING","train","fBodyAcc-mean()-X",-0.983801365614035
"14647",12,"WALKING","test","fBodyAcc-mean()-X",-0.05435763951
"14648",12,"WALKING_UPSTAIRS","test","fBodyAcc-mean()-X",-0.321447925192308
"14649",12,"WALKING_DOWNSTAIRS","test","fBodyAcc-mean()-X",0.0235049348717391
"14650",12,"SITTING","test","fBodyAcc-mean()-X",-0.97966614372549
"14651",12,"STANDING","test","fBodyAcc-mean()-X",-0.976469472295082
"14652",12,"LAYING","test","fBodyAcc-mean()-X",-0.956248487666667
"14653",13,"WALKING","test","fBodyAcc-mean()-X",-0.335030121052632
"14654",13,"WALKING_UPSTAIRS","test","fBodyAcc-mean()-X",-0.382460736363636
"14655",13,"WALKING_DOWNSTAIRS","test","fBodyAcc-mean()-X",-0.0726602663212766
"14656",13,"SITTING","test","fBodyAcc-mean()-X",-0.990135477755102
"14657",13,"STANDING","test","fBodyAcc-mean()-X",-0.989425965614035
"14658",13,"LAYING","test","fBodyAcc-mean()-X",-0.974716920483871
"14659",14,"WALKING","train","fBodyAcc-mean()-X",-0.421498172542373
"14660",14,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-X",-0.323508442240741
"14661",14,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-X",0.0212541553977778
"14662",14,"SITTING","train","fBodyAcc-mean()-X",-0.976456609259259
"14663",14,"STANDING","train","fBodyAcc-mean()-X",-0.9726995625
"14664",14,"LAYING","train","fBodyAcc-mean()-X",-0.933936178235294
"14665",15,"WALKING","train","fBodyAcc-mean()-X",-0.31744092037037
"14666",15,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-X",-0.0746328434375
"14667",15,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-X",0.235309825547619
"14668",15,"SITTING","train","fBodyAcc-mean()-X",-0.986619609491525
"14669",15,"STANDING","train","fBodyAcc-mean()-X",-0.986724998867925
"14670",15,"LAYING","train","fBodyAcc-mean()-X",-0.974016176527778
"14671",16,"WALKING","train","fBodyAcc-mean()-X",-0.394790433529412
"14672",16,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-X",-0.474984014705882
"14673",16,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-X",0.0368263528276596
"14674",16,"SITTING","train","fBodyAcc-mean()-X",-0.987043828985507
"14675",16,"STANDING","train","fBodyAcc-mean()-X",-0.989427670897436
"14676",16,"LAYING","train","fBodyAcc-mean()-X",-0.980213187428571
"14677",17,"WALKING","train","fBodyAcc-mean()-X",-0.360991674918033
"14678",17,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-X",-0.1397522212625
"14679",17,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-X",-0.0226239171245652
"14680",17,"SITTING","train","fBodyAcc-mean()-X",-0.9939693815625
"14681",17,"STANDING","train","fBodyAcc-mean()-X",-0.990927533846154
"14682",17,"LAYING","train","fBodyAcc-mean()-X",-0.974359280140845
"14683",18,"WALKING","test","fBodyAcc-mean()-X",-0.37147515625
"14684",18,"WALKING_UPSTAIRS","test","fBodyAcc-mean()-X",-0.465097261896552
"14685",18,"WALKING_DOWNSTAIRS","test","fBodyAcc-mean()-X",-0.350086793272727
"14686",18,"SITTING","test","fBodyAcc-mean()-X",-0.993144920175439
"14687",18,"STANDING","test","fBodyAcc-mean()-X",-0.990409919315068
"14688",18,"LAYING","test","fBodyAcc-mean()-X",-0.985179972153846
"14689",19,"WALKING","train","fBodyAcc-mean()-X",-0.0299815666923077
"14690",19,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-X",-0.15687949467775
"14691",19,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-X",0.537012022051282
"14692",19,"SITTING","train","fBodyAcc-mean()-X",-0.979238031780822
"14693",19,"STANDING","train","fBodyAcc-mean()-X",-0.987352048356164
"14694",19,"LAYING","train","fBodyAcc-mean()-X",-0.97453373
"14695",20,"WALKING","test","fBodyAcc-mean()-X",-0.147404272166667
"14696",20,"WALKING_UPSTAIRS","test","fBodyAcc-mean()-X",-0.140439074776471
"14697",20,"WALKING_DOWNSTAIRS","test","fBodyAcc-mean()-X",-0.0343309987555556
"14698",20,"SITTING","test","fBodyAcc-mean()-X",-0.981203064242424
"14699",20,"STANDING","test","fBodyAcc-mean()-X",-0.96193272890411
"14700",20,"LAYING","test","fBodyAcc-mean()-X",-0.965728781617647
"14701",21,"WALKING","train","fBodyAcc-mean()-X",-0.273496158519231
"14702",21,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-X",-0.319169340234043
"14703",21,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-X",0.104323529982222
"14704",21,"SITTING","train","fBodyAcc-mean()-X",-0.990610228
"14705",21,"STANDING","train","fBodyAcc-mean()-X",-0.978327686179775
"14706",21,"LAYING","train","fBodyAcc-mean()-X",-0.968234375555556
"14707",22,"WALKING","train","fBodyAcc-mean()-X",-0.0994928588891304
"14708",22,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-X",-0.0553996485285714
"14709",22,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-X",0.195348406222222
"14710",22,"SITTING","train","fBodyAcc-mean()-X",-0.978505368225806
"14711",22,"STANDING","train","fBodyAcc-mean()-X",-0.980373909206349
"14712",22,"LAYING","train","fBodyAcc-mean()-X",-0.953758542777778
"14713",23,"WALKING","train","fBodyAcc-mean()-X",-0.275404187920339
"14714",23,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-X",-0.272605689568627
"14715",23,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-X",0.205428216353704
"14716",23,"SITTING","train","fBodyAcc-mean()-X",-0.986325670882353
"14717",23,"STANDING","train","fBodyAcc-mean()-X",-0.983627197058824
"14718",23,"LAYING","train","fBodyAcc-mean()-X",-0.970037238333333
"14719",24,"WALKING","test","fBodyAcc-mean()-X",-0.492419802586207
"14720",24,"WALKING_UPSTAIRS","test","fBodyAcc-mean()-X",-0.395790553898305
"14721",24,"WALKING_DOWNSTAIRS","test","fBodyAcc-mean()-X",-0.222324293454545
"14722",24,"SITTING","test","fBodyAcc-mean()-X",-0.989529506764706
"14723",24,"STANDING","test","fBodyAcc-mean()-X",-0.984183633623188
"14724",24,"LAYING","test","fBodyAcc-mean()-X",-0.975893687083333
"14725",25,"WALKING","train","fBodyAcc-mean()-X",-0.609038908918919
"14726",25,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-X",-0.521649838769231
"14727",25,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-X",-0.372245192931034
"14728",25,"SITTING","train","fBodyAcc-mean()-X",-0.991405498153846
"14729",25,"STANDING","train","fBodyAcc-mean()-X",-0.990093202837838
"14730",25,"LAYING","train","fBodyAcc-mean()-X",-0.929147371232877
"14731",26,"WALKING","train","fBodyAcc-mean()-X",-0.321959549661017
"14732",26,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-X",-0.242820756127273
"14733",26,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-X",0.022800096142
"14734",26,"SITTING","train","fBodyAcc-mean()-X",-0.982579546025641
"14735",26,"STANDING","train","fBodyAcc-mean()-X",-0.991993372297297
"14736",26,"LAYING","train","fBodyAcc-mean()-X",-0.973262289210526
"14737",27,"WALKING","train","fBodyAcc-mean()-X",-0.308702374385965
"14738",27,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-X",-0.417607401176471
"14739",27,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-X",0.0829831545090909
"14740",27,"SITTING","train","fBodyAcc-mean()-X",-0.988682108428571
"14741",27,"STANDING","train","fBodyAcc-mean()-X",-0.99012181225
"14742",27,"LAYING","train","fBodyAcc-mean()-X",-0.980631846891892
"14743",28,"WALKING","train","fBodyAcc-mean()-X",-0.280062182962963
"14744",28,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-X",-0.266101343372549
"14745",28,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-X",0.0890721752173913
"14746",28,"SITTING","train","fBodyAcc-mean()-X",-0.979820142638889
"14747",28,"STANDING","train","fBodyAcc-mean()-X",-0.97251980164557
"14748",28,"LAYING","train","fBodyAcc-mean()-X",-0.9739308675
"14749",29,"WALKING","train","fBodyAcc-mean()-X",-0.135819505761321
"14750",29,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-X",-0.109793480008163
"14751",29,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-X",0.110663200244167
"14752",29,"SITTING","train","fBodyAcc-mean()-X",-0.991093963666667
"14753",29,"STANDING","train","fBodyAcc-mean()-X",-0.995024039692308
"14754",29,"LAYING","train","fBodyAcc-mean()-X",-0.986626999275362
"14755",30,"WALKING","train","fBodyAcc-mean()-X",-0.351402910907692
"14756",30,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-X",-0.420402828153846
"14757",30,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-X",-0.106966957087097
"14758",30,"SITTING","train","fBodyAcc-mean()-X",-0.985008785
"14759",30,"STANDING","train","fBodyAcc-mean()-X",-0.972014050847458
"14760",30,"LAYING","train","fBodyAcc-mean()-X",-0.974789999285714
"14761",1,"WALKING","train","fBodyAcc-mean()-Y",0.0897127264021053
"14762",1,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",-0.190976720811321
"14763",1,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",0.00154990783591837
"14764",1,"SITTING","train","fBodyAcc-mean()-Y",-0.944084550425532
"14765",1,"STANDING","train","fBodyAcc-mean()-Y",-0.977070847735849
"14766",1,"LAYING","train","fBodyAcc-mean()-Y",-0.86706520518
"14767",2,"WALKING","test","fBodyAcc-mean()-Y",-0.0219048103322034
"14768",2,"WALKING_UPSTAIRS","test","fBodyAcc-mean()-Y",0.00992445881854167
"14769",2,"WALKING_DOWNSTAIRS","test","fBodyAcc-mean()-Y",0.278345041765957
"14770",2,"SITTING","test","fBodyAcc-mean()-Y",-0.957343498478261
"14771",2,"STANDING","test","fBodyAcc-mean()-Y",-0.959871697407407
"14772",2,"LAYING","test","fBodyAcc-mean()-Y",-0.979800877916667
"14773",3,"WALKING","train","fBodyAcc-mean()-Y",-0.0813024353275862
"14774",3,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",-0.0788094156644068
"14775",3,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",-0.00770048300204082
"14776",3,"SITTING","train","fBodyAcc-mean()-Y",-0.891907751346154
"14777",3,"STANDING","train","fBodyAcc-mean()-Y",-0.908075353770492
"14778",3,"LAYING","train","fBodyAcc-mean()-Y",-0.961169982903226
"14779",4,"WALKING","test","fBodyAcc-mean()-Y",-0.14939963344
"14780",4,"WALKING_UPSTAIRS","test","fBodyAcc-mean()-Y",-0.117109161492308
"14781",4,"WALKING_DOWNSTAIRS","test","fBodyAcc-mean()-Y",-0.129606639466667
"14782",4,"SITTING","test","fBodyAcc-mean()-Y",-0.9057829318
"14783",4,"STANDING","test","fBodyAcc-mean()-Y",-0.889549205
"14784",4,"LAYING","test","fBodyAcc-mean()-Y",-0.938883374444444
"14785",5,"WALKING","train","fBodyAcc-mean()-Y",0.00946037755178572
"14786",5,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",0.0728903158085106
"14787",5,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",0.0792280694042553
"14788",5,"SITTING","train","fBodyAcc-mean()-Y",-0.921434735681818
"14789",5,"STANDING","train","fBodyAcc-mean()-Y",-0.890796360535714
"14790",5,"LAYING","train","fBodyAcc-mean()-Y",-0.965419520961538
"14791",6,"WALKING","train","fBodyAcc-mean()-Y",0.140781621991228
"14792",6,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",0.0978035099588235
"14793",6,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",0.339771173822917
"14794",6,"SITTING","train","fBodyAcc-mean()-Y",-0.928264365454545
"14795",6,"STANDING","train","fBodyAcc-mean()-Y",-0.930336471754386
"14796",6,"LAYING","train","fBodyAcc-mean()-Y",-0.923706791403509
"14797",7,"WALKING","train","fBodyAcc-mean()-Y",-0.0641564202736842
"14798",7,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",-0.381590523137255
"14799",7,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",-0.145302311446808
"14800",7,"SITTING","train","fBodyAcc-mean()-Y",-0.93149063375
"14801",7,"STANDING","train","fBodyAcc-mean()-Y",-0.941883783773585
"14802",7,"LAYING","train","fBodyAcc-mean()-Y",-0.942193953846154
"14803",8,"WALKING","train","fBodyAcc-mean()-Y",0.316982393333333
"14804",8,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",0.263431399878049
"14805",8,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",0.388412779763158
"14806",8,"SITTING","train","fBodyAcc-mean()-Y",-0.94421971826087
"14807",8,"STANDING","train","fBodyAcc-mean()-Y",-0.9500491
"14808",8,"LAYING","train","fBodyAcc-mean()-Y",-0.951816663703704
"14809",9,"WALKING","test","fBodyAcc-mean()-Y",-0.257677616153846
"14810",9,"WALKING_UPSTAIRS","test","fBodyAcc-mean()-Y",-0.405022798163265
"14811",9,"WALKING_DOWNSTAIRS","test","fBodyAcc-mean()-Y",-0.183120455428571
"14812",9,"SITTING","test","fBodyAcc-mean()-Y",-0.911683219
"14813",9,"STANDING","test","fBodyAcc-mean()-Y",-0.944849431777778
"14814",9,"LAYING","test","fBodyAcc-mean()-Y",-0.9343665984
"14815",10,"WALKING","test","fBodyAcc-mean()-Y",0.0533911909886792
"14816",10,"WALKING_UPSTAIRS","test","fBodyAcc-mean()-Y",-0.0390688222212766
"14817",10,"WALKING_DOWNSTAIRS","test","fBodyAcc-mean()-Y",0.00904660360263158
"14818",10,"SITTING","test","fBodyAcc-mean()-Y",-0.9404502
"14819",10,"STANDING","test","fBodyAcc-mean()-Y",-0.923378745227273
"14820",10,"LAYING","test","fBodyAcc-mean()-Y",-0.954341849137931
"14821",11,"WALKING","train","fBodyAcc-mean()-Y",-0.0830478435976271
"14822",11,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",-0.254645206944444
"14823",11,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",0.0247508134326087
"14824",11,"SITTING","train","fBodyAcc-mean()-Y",-0.934503182830189
"14825",11,"STANDING","train","fBodyAcc-mean()-Y",-0.968703072553191
"14826",11,"LAYING","train","fBodyAcc-mean()-Y",-0.971403935438596
"14827",12,"WALKING","test","fBodyAcc-mean()-Y",-0.071302455092
"14828",12,"WALKING_UPSTAIRS","test","fBodyAcc-mean()-Y",-0.168341519859615
"14829",12,"WALKING_DOWNSTAIRS","test","fBodyAcc-mean()-Y",0.150510001156522
"14830",12,"SITTING","test","fBodyAcc-mean()-Y",-0.942768016862745
"14831",12,"STANDING","test","fBodyAcc-mean()-Y",-0.932775677704918
"14832",12,"LAYING","test","fBodyAcc-mean()-Y",-0.951265971
"14833",13,"WALKING","test","fBodyAcc-mean()-Y",0.0955150666694737
"14834",13,"WALKING_UPSTAIRS","test","fBodyAcc-mean()-Y",-0.0636564765818182
"14835",13,"WALKING_DOWNSTAIRS","test","fBodyAcc-mean()-Y",-0.0364535247659574
"14836",13,"SITTING","test","fBodyAcc-mean()-Y",-0.959673916122449
"14837",13,"STANDING","test","fBodyAcc-mean()-Y",-0.959427618245614
"14838",13,"LAYING","test","fBodyAcc-mean()-Y",-0.965843757258064
"14839",14,"WALKING","train","fBodyAcc-mean()-Y",-0.174601844847458
"14840",14,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",0.0163939234574074
"14841",14,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",0.3714824704
"14842",14,"SITTING","train","fBodyAcc-mean()-Y",-0.932644766111111
"14843",14,"STANDING","train","fBodyAcc-mean()-Y",-0.942178248333333
"14844",14,"LAYING","train","fBodyAcc-mean()-Y",-0.930366906078431
"14845",15,"WALKING","train","fBodyAcc-mean()-Y",0.111321097159074
"14846",15,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",-0.1019354328
"14847",15,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",0.167518099964286
"14848",15,"SITTING","train","fBodyAcc-mean()-Y",-0.938926430779661
"14849",15,"STANDING","train","fBodyAcc-mean()-Y",-0.943348788679245
"14850",15,"LAYING","train","fBodyAcc-mean()-Y",-0.962461124305556
"14851",16,"WALKING","train","fBodyAcc-mean()-Y",-0.321500667843137
"14852",16,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",-0.268063812745098
"14853",16,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",-0.134598352726809
"14854",16,"SITTING","train","fBodyAcc-mean()-Y",-0.961456685507246
"14855",16,"STANDING","train","fBodyAcc-mean()-Y",-0.96931401525641
"14856",16,"LAYING","train","fBodyAcc-mean()-Y",-0.963635575142857
"14857",17,"WALKING","train","fBodyAcc-mean()-Y",-0.0650267622126229
"14858",17,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",-0.1175197356
"14859",17,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",-0.130272514565217
"14860",17,"SITTING","train","fBodyAcc-mean()-Y",-0.96992798921875
"14861",17,"STANDING","train","fBodyAcc-mean()-Y",-0.97417056948718
"14862",17,"LAYING","train","fBodyAcc-mean()-Y",-0.954648102253521
"14863",18,"WALKING","test","fBodyAcc-mean()-Y",-0.24360627125
"14864",18,"WALKING_UPSTAIRS","test","fBodyAcc-mean()-Y",-0.363450742586207
"14865",18,"WALKING_DOWNSTAIRS","test","fBodyAcc-mean()-Y",-0.309049613818182
"14866",18,"SITTING","test","fBodyAcc-mean()-Y",-0.976538530350877
"14867",18,"STANDING","test","fBodyAcc-mean()-Y",-0.961239135479452
"14868",18,"LAYING","test","fBodyAcc-mean()-Y",-0.984909884615385
"14869",19,"WALKING","train","fBodyAcc-mean()-Y",0.169258575663077
"14870",19,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",0.111818164225
"14871",19,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",0.494457802230769
"14872",19,"SITTING","train","fBodyAcc-mean()-Y",-0.960763181917808
"14873",19,"STANDING","train","fBodyAcc-mean()-Y",-0.952872872465753
"14874",19,"LAYING","train","fBodyAcc-mean()-Y",-0.972798824096386
"14875",20,"WALKING","test","fBodyAcc-mean()-Y",0.403465950921569
"14876",20,"WALKING_UPSTAIRS","test","fBodyAcc-mean()-Y",-0.0293832440223529
"14877",20,"WALKING_DOWNSTAIRS","test","fBodyAcc-mean()-Y",0.524187686888889
"14878",20,"SITTING","test","fBodyAcc-mean()-Y",-0.945198619242424
"14879",20,"STANDING","test","fBodyAcc-mean()-Y",-0.898194212465753
"14880",20,"LAYING","test","fBodyAcc-mean()-Y",-0.965595958382353
"14881",21,"WALKING","train","fBodyAcc-mean()-Y",0.0338465813711538
"14882",21,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",0.0221598658106383
"14883",21,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",0.181138042506667
"14884",21,"SITTING","train","fBodyAcc-mean()-Y",-0.968060947058824
"14885",21,"STANDING","train","fBodyAcc-mean()-Y",-0.949694904269663
"14886",21,"LAYING","train","fBodyAcc-mean()-Y",-0.960069247
"14887",22,"WALKING","train","fBodyAcc-mean()-Y",0.145367520371739
"14888",22,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",0.13068653882619
"14889",22,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",0.225766560777778
"14890",22,"SITTING","train","fBodyAcc-mean()-Y",-0.939546007903226
"14891",22,"STANDING","train","fBodyAcc-mean()-Y",-0.929161387619048
"14892",22,"LAYING","train","fBodyAcc-mean()-Y",-0.925524703472222
"14893",23,"WALKING","train","fBodyAcc-mean()-Y",-0.0724367317966102
"14894",23,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",-0.0769773944803922
"14895",23,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",0.0959432893981482
"14896",23,"SITTING","train","fBodyAcc-mean()-Y",-0.953460406470588
"14897",23,"STANDING","train","fBodyAcc-mean()-Y",-0.962831825294118
"14898",23,"LAYING","train","fBodyAcc-mean()-Y",-0.982072295833333
"14899",24,"WALKING","test","fBodyAcc-mean()-Y",-0.203193741396552
"14900",24,"WALKING_UPSTAIRS","test","fBodyAcc-mean()-Y",-0.252412541966102
"14901",24,"WALKING_DOWNSTAIRS","test","fBodyAcc-mean()-Y",-0.0861829752472727
"14902",24,"SITTING","test","fBodyAcc-mean()-Y",-0.962773200147059
"14903",24,"STANDING","test","fBodyAcc-mean()-Y",-0.948970158405797
"14904",24,"LAYING","test","fBodyAcc-mean()-Y",-0.980830362083333
"14905",25,"WALKING","train","fBodyAcc-mean()-Y",-0.251880271094595
"14906",25,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",-0.380150805384615
"14907",25,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",-0.196381053741379
"14908",25,"SITTING","train","fBodyAcc-mean()-Y",-0.959117259384615
"14909",25,"STANDING","train","fBodyAcc-mean()-Y",-0.959846189054054
"14910",25,"LAYING","train","fBodyAcc-mean()-Y",-0.78494581909589
"14911",26,"WALKING","train","fBodyAcc-mean()-Y",-0.146702156576271
"14912",26,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",-0.185528313272727
"14913",26,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",-0.006237000044
"14914",26,"SITTING","train","fBodyAcc-mean()-Y",-0.954299410641026
"14915",26,"STANDING","train","fBodyAcc-mean()-Y",-0.958402317837838
"14916",26,"LAYING","train","fBodyAcc-mean()-Y",-0.983664034342105
"14917",27,"WALKING","train","fBodyAcc-mean()-Y",-0.13678354122807
"14918",27,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",-0.249688517843137
"14919",27,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",-0.0626729573068182
"14920",27,"SITTING","train","fBodyAcc-mean()-Y",-0.974057855571429
"14921",27,"STANDING","train","fBodyAcc-mean()-Y",-0.961356141125
"14922",27,"LAYING","train","fBodyAcc-mean()-Y",-0.982915951891892
"14923",28,"WALKING","train","fBodyAcc-mean()-Y",-0.127912276044444
"14924",28,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",-0.190589069119608
"14925",28,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",0.186441733869565
"14926",28,"SITTING","train","fBodyAcc-mean()-Y",-0.946351650416667
"14927",28,"STANDING","train","fBodyAcc-mean()-Y",-0.893430392658228
"14928",28,"LAYING","train","fBodyAcc-mean()-Y",-0.958436369
"14929",29,"WALKING","train","fBodyAcc-mean()-Y",-0.0349642325433962
"14930",29,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",-0.196011503540816
"14931",29,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",-0.02122937175
"14932",29,"SITTING","train","fBodyAcc-mean()-Y",-0.969609501666667
"14933",29,"STANDING","train","fBodyAcc-mean()-Y",-0.973345770461538
"14934",29,"LAYING","train","fBodyAcc-mean()-Y",-0.989034304057971
"14935",30,"WALKING","train","fBodyAcc-mean()-Y",-0.193856663907692
"14936",30,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",-0.297813768569231
"14937",30,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",-0.0216637054241935
"14938",30,"SITTING","train","fBodyAcc-mean()-Y",-0.954076042258065
"14939",30,"STANDING","train","fBodyAcc-mean()-Y",-0.919475121186441
"14940",30,"LAYING","train","fBodyAcc-mean()-Y",-0.959974274571429
"14941",1,"WALKING","train","fBodyAcc-mean()-Y",0.0897127264021053
"14942",1,"WALKING_UPSTAIRS","train","fBodyAcc-mean()-Y",-0.190976720811321
"14943",1,"WALKING_DOWNSTAIRS","train","fBodyAcc-mean()-Y",0.00154990783591837
"14944",1,"SITTING","train","fBodyAcc-mean()-Y",-0.944084550425532
"14945",1,"STANDING","train","fBodyAcc-mean()-Y",-0.977070847735849
"14946",1,"LAYING","train","fBodyAcc-mean()-Y",-0.86706520518
"14947",2,"WALKING","test","fBodyAcc-mean()-Y",-0.0219048103322034
"14948",2,"WALKING_UPSTAIRS","test","fBodyAcc-mean()-Y",0.00992445881854167
"14949",2,"WALKING_DOWNSTAIRS","test","fBodyAcc-mean()-Y",0.278345041765957
"14950",2,"SITTING","test","fBodyAcc-mean()-Y",-0.957343498478261
